Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,AOV
B-25603,193,-166,3,Clothing,Saree,EMI,64.33333333333333
B-25964,199,0,4,Clothing,Stole,EMI,49.75
B-25930,202,89,9,Clothing,T-shirt,EMI,22.444444444444443
B-25930,58,17,2,Clothing,Hankerchief,COD,29.0
B-25879,57,-28,2,Clothing,Kurti,COD,28.5
B-25903,204,-94,4,Clothing,Hankerchief,EMI,51.0
B-25614,98,-12,2,Electronics,Electronic Games,Credit Card,49.0
B-25750,22,-12,3,Clothing,Stole,COD,7.333333333333333
B-25852,97,17,2,Clothing,Stole,Credit Card,48.5
B-26008,57,24,5,Clothing,Leggings,COD,11.4
B-26092,97,14,2,Clothing,T-shirt,Credit Card,48.5
B-25689,97,17,2,Clothing,Stole,Credit Card,48.5
B-25730,96,22,5,Clothing,Stole,Credit Card,19.2
B-25885,94,27,2,Clothing,Shirt,Credit Card,47.0
B-25999,26,-17,1,Clothing,Stole,COD,26.0
B-26011,93,44,2,Clothing,Stole,Credit Card,46.5
B-25754,93,-65,4,Clothing,Stole,Credit Card,23.25
B-26030,92,5,6,Clothing,Hankerchief,Credit Card,15.333333333333334
B-25851,57,27,2,Clothing,T-shirt,COD,28.5
B-25870,57,7,3,Furniture,Furnishings,COD,19.0
B-26074,57,21,4,Clothing,Leggings,COD,14.25
B-25861,128,4,3,Clothing,Saree,COD,42.666666666666664
B-25797,89,-4,5,Clothing,Saree,Credit Card,17.8
B-25993,221,26,7,Furniture,Furnishings,COD,31.571428571428573
B-25799,205,-119,3,Clothing,Saree,Debit Card,68.33333333333333
B-25721,191,51,5,Clothing,Shirt,UPI,38.2
B-26056,206,18,4,Clothing,Hankerchief,Debit Card,51.5
B-25743,56,0,4,Clothing,Hankerchief,COD,14.0
B-25854,88,16,4,Clothing,Stole,Credit Card,22.0
B-25748,224,58,3,Electronics,Phones,UPI,74.66666666666667
B-25976,193,8,4,Clothing,T-shirt,UPI,48.25
B-25953,87,36,5,Clothing,Stole,Credit Card,17.4
B-25996,189,4,1,Clothing,Saree,UPI,189.0
B-25717,55,-33,2,Furniture,Chairs,COD,27.5
B-25865,85,-1,3,Clothing,Saree,Credit Card,28.333333333333332
B-25959,252,56,2,Electronics,Phones,UPI,126.0
B-25855,197,73,1,Furniture,Bookcases,COD,197.0
B-25703,17,-3,2,Clothing,Stole,UPI,8.5
B-26049,100,28,2,Clothing,Hankerchief,UPI,50.0
B-25755,80,-19,5,Clothing,Stole,UPI,16.0
B-26070,75,29,1,Clothing,Trousers,UPI,75.0
B-25755,26,4,2,Clothing,Saree,UPI,13.0
B-26047,55,12,5,Clothing,Skirt,COD,11.0
B-25604,157,5,9,Clothing,Saree,UPI,17.444444444444443
B-25651,200,-60,4,Furniture,Bookcases,UPI,50.0
B-25983,230,5,2,Clothing,Saree,UPI,115.0
B-26056,213,-145,3,Furniture,Bookcases,Debit Card,71.0
B-25940,55,4,2,Clothing,Stole,COD,27.5
B-25766,220,-19,2,Clothing,Saree,Debit Card,110.0
B-25935,150,32,3,Clothing,Hankerchief,COD,50.0
B-25970,203,84,2,Electronics,Printers,UPI,101.5
B-26053,93,31,3,Electronics,Accessories,UPI,31.0
B-25947,290,35,6,Clothing,Hankerchief,COD,48.333333333333336
B-25856,48,6,1,Clothing,Saree,COD,48.0
B-26030,221,35,4,Electronics,Accessories,Debit Card,55.25
B-26069,55,18,2,Clothing,Kurti,COD,27.5
B-25653,227,102,8,Electronics,Accessories,Debit Card,28.375
B-25627,55,-39,4,Clothing,Stole,COD,13.75
B-25947,207,33,2,Electronics,Accessories,UPI,103.5
B-25801,64,6,4,Clothing,Saree,COD,16.0
B-25964,89,6,5,Clothing,Saree,COD,17.8
B-25950,54,27,2,Clothing,Stole,COD,27.0
B-25878,84,41,3,Clothing,T-shirt,Credit Card,28.0
B-25773,209,-21,2,Electronics,Electronic Games,UPI,104.5
B-26081,79,33,4,Clothing,Stole,UPI,19.75
B-26027,54,8,4,Clothing,T-shirt,COD,13.5
B-25967,229,59,9,Clothing,Saree,Debit Card,25.444444444444443
B-25901,158,38,3,Clothing,Hankerchief,UPI,52.666666666666664
B-25951,248,105,2,Electronics,Phones,Debit Card,124.0
B-25853,199,6,2,Clothing,Saree,UPI,99.5
B-25923,253,-11,1,Clothing,Trousers,Debit Card,253.0
B-25793,257,-252,4,Clothing,Saree,Debit Card,64.25
B-26068,193,33,5,Electronics,Accessories,COD,38.6
B-26080,109,35,6,Clothing,T-shirt,COD,18.166666666666668
B-25843,214,30,3,Electronics,Accessories,COD,71.33333333333333
B-26002,141,7,7,Clothing,Saree,COD,20.142857142857142
B-25993,201,32,4,Furniture,Furnishings,UPI,50.25
B-26070,54,12,4,Clothing,Shirt,COD,13.5
B-25887,83,6,6,Clothing,Shirt,EMI,13.833333333333334
B-25654,54,-3,3,Clothing,Saree,COD,18.0
B-25898,53,5,3,Clothing,T-shirt,COD,17.666666666666668
B-25664,258,-27,2,Electronics,Phones,Debit Card,129.0
B-26012,199,8,2,Clothing,Saree,COD,99.5
B-25979,82,-27,3,Clothing,Kurti,EMI,27.333333333333332
B-26054,139,36,3,Clothing,Stole,COD,46.333333333333336
B-25757,53,15,2,Clothing,Stole,COD,26.5
B-25623,53,1,4,Clothing,Stole,COD,13.25
B-25824,101,38,2,Furniture,Furnishings,COD,50.5
B-25754,262,215,2,Electronics,Printers,Debit Card,131.0
B-25693,82,-39,5,Clothing,T-shirt,EMI,16.4
B-25638,154,39,3,Clothing,Hankerchief,COD,51.333333333333336
B-25922,52,18,2,Clothing,Stole,COD,26.0
B-25919,1599,37,6,Electronics,Electronic Games,UPI,266.5
B-25989,338,41,7,Clothing,Hankerchief,UPI,48.285714285714285
B-25999,51,-49,2,Electronics,Electronic Games,COD,25.5
B-25661,224,-81,3,Furniture,Chairs,COD,74.66666666666667
B-26099,207,37,4,Clothing,Hankerchief,COD,51.75
B-25866,51,14,2,Clothing,Stole,COD,25.5
B-26098,82,8,3,Electronics,Accessories,EMI,27.333333333333332
B-26062,50,-17,2,Clothing,Stole,COD,25.0
B-25761,263,-31,9,Electronics,Electronic Games,Debit Card,29.22222222222222
B-25843,50,7,6,Clothing,Skirt,COD,8.333333333333334
B-25683,245,-3,4,Electronics,Phones,UPI,61.25
B-25959,82,24,6,Clothing,Hankerchief,EMI,13.666666666666666
B-25787,229,-41,8,Electronics,Accessories,COD,28.625
B-25951,50,14,1,Electronics,Electronic Games,COD,50.0
B-26056,220,40,2,Electronics,Accessories,COD,110.0
B-25643,263,-63,2,Electronics,Electronic Games,Debit Card,131.5
B-26093,81,-41,5,Clothing,Leggings,EMI,16.2
B-25775,50,-17,2,Clothing,Stole,COD,25.0
B-26093,49,5,4,Clothing,Hankerchief,COD,12.25
B-25851,237,47,9,Clothing,T-shirt,UPI,26.333333333333332
B-25685,264,-30,3,Furniture,Furnishings,Debit Card,88.0
B-25651,49,3,1,Clothing,Shirt,COD,49.0
B-25793,63,-24,6,Clothing,Kurti,COD,10.5
B-25708,81,-51,7,Clothing,Stole,EMI,11.571428571428571
B-25847,264,71,10,Furniture,Furnishings,Debit Card,26.4
B-25954,48,11,2,Clothing,Shirt,COD,24.0
B-25997,48,15,1,Clothing,Hankerchief,COD,48.0
B-25650,245,-78,2,Electronics,Printers,UPI,122.5
B-25883,146,42,5,Clothing,Hankerchief,UPI,29.2
B-25945,245,10,2,Furniture,Bookcases,COD,122.5
B-25981,245,91,2,Furniture,Bookcases,UPI,122.5
B-25862,80,3,3,Clothing,Stole,EMI,26.666666666666668
B-25877,269,33,5,Furniture,Chairs,Debit Card,53.8
B-26090,80,22,3,Clothing,Stole,EMI,26.666666666666668
B-26050,284,44,6,Clothing,Hankerchief,COD,47.333333333333336
B-26072,313,44,3,Electronics,Electronic Games,COD,104.33333333333333
B-25916,80,-26,9,Clothing,Skirt,EMI,8.88888888888889
B-25722,48,-8,8,Clothing,Stole,COD,6.0
B-25746,87,16,2,Clothing,Saree,UPI,43.5
B-25753,47,-114,5,Furniture,Furnishings,COD,9.4
B-25956,140,28,2,Electronics,Phones,COD,70.0
B-25996,47,1,2,Clothing,Stole,COD,23.5
B-25896,79,-2,2,Furniture,Furnishings,EMI,39.5
B-25796,78,-64,7,Clothing,Stole,EMI,11.142857142857142
B-25798,47,-3,2,Clothing,Stole,COD,23.5
B-26043,185,48,4,Clothing,Stole,UPI,46.25
B-26028,77,36,2,Clothing,Shirt,EMI,38.5
B-25812,259,47,5,Clothing,Hankerchief,UPI,51.8
B-25605,75,0,7,Clothing,Saree,EMI,10.714285714285714
B-25702,75,0,3,Clothing,Shirt,EMI,25.0
B-25940,46,0,4,Clothing,Leggings,COD,11.5
B-26087,46,13,3,Clothing,Hankerchief,COD,15.333333333333334
B-25955,200,13,5,Electronics,Phones,COD,40.0
B-25626,46,-14,1,Electronics,Phones,COD,46.0
B-25811,126,52,4,Clothing,Hankerchief,UPI,31.5
B-25856,74,29,3,Clothing,Stole,EMI,24.666666666666668
B-25628,45,13,4,Clothing,Skirt,COD,11.25
B-26016,74,9,3,Clothing,Shirt,UPI,24.666666666666668
B-25999,129,11,2,Electronics,Phones,UPI,64.5
B-26043,122,50,7,Clothing,Stole,UPI,17.428571428571427
B-25743,74,-51,3,Clothing,Stole,UPI,24.666666666666668
B-26014,278,39,5,Furniture,Chairs,Debit Card,55.6
B-25876,282,14,4,Clothing,Trousers,Debit Card,70.5
B-25785,45,0,2,Clothing,T-shirt,COD,22.5
B-25810,45,6,3,Clothing,Shirt,COD,15.0
B-25833,45,16,3,Clothing,Stole,COD,15.0
B-25931,73,-36,3,Furniture,Chairs,UPI,24.333333333333332
B-25852,45,12,4,Clothing,Hankerchief,COD,11.25
B-25738,72,-6,3,Clothing,Saree,UPI,24.0
B-25921,71,-44,5,Electronics,Accessories,UPI,14.2
B-25685,45,-2,4,Clothing,Shirt,COD,11.25
B-25996,286,140,6,Clothing,Shirt,Debit Card,47.666666666666664
B-25663,294,138,2,Electronics,Printers,Debit Card,147.0
B-25888,223,4,3,Electronics,Phones,COD,74.33333333333333
B-25677,20,-2,1,Electronics,Accessories,UPI,20.0
B-26045,302,75,6,Furniture,Furnishings,Debit Card,50.333333333333336
B-26002,113,28,2,Clothing,Saree,UPI,56.5
B-25953,44,2,3,Clothing,Hankerchief,COD,14.666666666666666
B-25617,305,-270,5,Electronics,Electronic Games,Debit Card,61.0
B-25702,306,-147,3,Clothing,Saree,Debit Card,102.0
B-25799,70,-64,5,Clothing,Stole,UPI,14.0
B-25985,44,11,4,Clothing,Stole,COD,11.0
B-25952,44,14,3,Clothing,Hankerchief,COD,14.666666666666666
B-25754,319,312,5,Clothing,Saree,Debit Card,63.8
B-25770,287,-280,12,Furniture,Chairs,UPI,23.916666666666668
B-25954,44,10,3,Clothing,Stole,COD,14.666666666666666
B-25657,288,-180,4,Furniture,Chairs,COD,72.0
B-25801,49,-31,2,Clothing,Stole,COD,24.5
B-26000,43,-10,4,Clothing,Skirt,COD,10.75
B-25897,43,5,3,Clothing,Stole,COD,14.333333333333334
B-25681,68,-27,3,Electronics,Accessories,UPI,22.666666666666668
B-25852,320,144,1,Electronics,Printers,Debit Card,320.0
B-26067,67,2,4,Clothing,T-shirt,UPI,16.75
B-25601,66,-12,5,Clothing,Stole,UPI,13.2
B-25804,321,26,3,Electronics,Printers,Debit Card,107.0
B-25751,43,-5,2,Clothing,Saree,COD,21.5
B-25630,114,-39,5,Clothing,Kurti,COD,22.8
B-25899,43,17,1,Clothing,Saree,COD,43.0
B-25751,43,21,3,Clothing,Shirt,COD,14.333333333333334
B-26081,637,50,5,Clothing,Saree,COD,127.4
B-25851,300,42,2,Electronics,Printers,COD,150.0
B-26036,341,44,7,Furniture,Furnishings,UPI,48.714285714285715
B-25704,102,0,3,Electronics,Phones,COD,34.0
B-25761,328,-15,3,Electronics,Electronic Games,Debit Card,109.33333333333333
B-25978,341,160,7,Clothing,Stole,Debit Card,48.714285714285715
B-26077,62,11,7,Clothing,Hankerchief,UPI,8.857142857142858
B-25981,42,13,3,Clothing,Leggings,COD,14.0
B-26043,62,28,5,Clothing,Hankerchief,UPI,12.4
B-25896,42,7,2,Clothing,Kurti,COD,21.0
B-25790,42,-3,1,Electronics,Electronic Games,COD,42.0
B-25789,313,-13,5,Furniture,Bookcases,UPI,62.6
B-26061,109,52,2,Clothing,Stole,UPI,54.5
B-25923,226,58,3,Electronics,Accessories,COD,75.33333333333333
B-25868,62,-1,1,Electronics,Phones,UPI,62.0
B-25777,61,-25,4,Electronics,Accessories,UPI,15.25
B-25999,222,74,5,Clothing,Hankerchief,COD,44.4
B-25854,342,-154,7,Furniture,Furnishings,Debit Card,48.857142857142854
B-25667,344,-34,3,Clothing,Saree,Debit Card,114.66666666666667
B-25829,345,38,7,Clothing,Hankerchief,Debit Card,49.285714285714285
B-25705,46,0,2,Electronics,Electronic Games,COD,23.0
B-25843,255,74,5,Clothing,Hankerchief,COD,51.0
B-25958,360,32,3,Clothing,Saree,UPI,120.0
B-25893,372,59,3,Electronics,Printers,UPI,124.0
B-25855,61,30,2,Clothing,Hankerchief,UPI,30.5
B-25616,42,12,5,Clothing,Hankerchief,COD,8.4
B-25630,42,-26,2,Clothing,Kurti,COD,21.0
B-25936,61,25,4,Clothing,Saree,UPI,15.25
B-25830,41,11,6,Clothing,Hankerchief,COD,6.833333333333333
B-25930,40,13,3,Clothing,T-shirt,COD,13.333333333333334
B-25808,59,21,2,Clothing,Stole,UPI,29.5
B-25979,57,27,2,Clothing,Shirt,UPI,28.5
B-25687,17,6,1,Clothing,Stole,UPI,17.0
B-26087,40,10,2,Clothing,Stole,COD,20.0
B-25764,349,-24,2,Clothing,Saree,Debit Card,174.5
B-25782,335,-22,7,Furniture,Chairs,UPI,47.857142857142854
B-25854,40,16,3,Clothing,Hankerchief,COD,13.333333333333334
B-26085,40,17,2,Clothing,Stole,COD,20.0
B-25630,40,-7,3,Clothing,Stole,COD,13.333333333333334
B-25999,352,74,8,Clothing,Stole,Debit Card,44.0
B-25648,55,-26,4,Clothing,Saree,UPI,13.75
B-25952,352,18,5,Clothing,Trousers,Debit Card,70.4
B-25710,53,-18,4,Clothing,T-shirt,UPI,13.25
B-25685,51,7,2,Furniture,Furnishings,UPI,25.5
B-25740,40,-37,3,Clothing,Stole,COD,13.333333333333334
B-25973,39,14,5,Clothing,Leggings,COD,7.8
B-25769,355,-4,2,Clothing,Saree,Debit Card,177.5
B-25687,357,139,2,Clothing,Saree,Debit Card,178.5
B-25603,38,18,1,Clothing,Kurti,COD,38.0
B-26050,38,9,2,Clothing,Stole,COD,19.0
B-25748,141,10,4,Clothing,Shirt,UPI,35.25
B-25833,36,4,9,Clothing,Hankerchief,COD,4.0
B-25930,351,-94,5,Electronics,Electronic Games,COD,70.2
B-26035,369,15,3,Electronics,Electronic Games,Debit Card,123.0
B-25851,53,24,6,Clothing,Hankerchief,EMI,8.833333333333334
B-25718,371,115,1,Furniture,Bookcases,Debit Card,371.0
B-25898,499,33,4,Clothing,Saree,COD,124.75
B-25893,223,62,7,Clothing,Shirt,COD,31.857142857142858
B-25983,50,-4,6,Clothing,T-shirt,EMI,8.333333333333334
B-26056,391,90,6,Electronics,Phones,Debit Card,65.16666666666667
B-25715,416,137,3,Electronics,Phones,Debit Card,138.66666666666666
B-25702,424,-17,9,Furniture,Chairs,Debit Card,47.111111111111114
B-25618,362,127,1,Furniture,Bookcases,COD,362.0
B-25643,36,-7,1,Electronics,Electronic Games,COD,36.0
B-25961,34,-10,3,Clothing,Skirt,COD,11.333333333333334
B-25873,367,73,3,Electronics,Electronic Games,UPI,122.33333333333333
B-26053,425,208,7,Clothing,Saree,Debit Card,60.714285714285715
B-25683,433,26,3,Electronics,Printers,Debit Card,144.33333333333334
B-25718,460,31,3,Furniture,Bookcases,Debit Card,153.33333333333334
B-25753,62,-56,5,Clothing,Kurti,COD,12.4
B-25852,50,16,1,Clothing,Stole,EMI,50.0
B-25914,460,-143,3,Furniture,Chairs,Debit Card,153.33333333333334
B-26083,34,3,3,Clothing,Saree,COD,11.333333333333334
B-25857,227,59,2,Furniture,Furnishings,UPI,113.5
B-25939,469,33,4,Electronics,Electronic Games,Debit Card,117.25
B-25851,103,46,2,Clothing,Saree,UPI,51.5
B-25699,34,-13,5,Clothing,Leggings,COD,6.8
B-26078,137,63,3,Clothing,Stole,COD,45.666666666666664
B-26075,34,12,2,Clothing,Stole,COD,17.0
B-25956,474,56,4,Electronics,Phones,Debit Card,118.5
B-25861,50,3,2,Clothing,Stole,EMI,25.0
B-25777,69,-67,4,Clothing,Kurti,UPI,17.25
B-25634,389,-83,3,Furniture,Chairs,UPI,129.66666666666666
B-25753,77,-43,8,Clothing,Stole,COD,9.625
B-25687,51,21,3,Clothing,T-shirt,COD,17.0
B-25885,394,146,2,Furniture,Bookcases,UPI,197.0
B-25767,48,-22,2,Clothing,Saree,EMI,24.0
B-25961,34,-12,5,Clothing,Leggings,COD,6.8
B-25923,484,28,3,Electronics,Printers,Debit Card,161.33333333333334
B-25799,47,-27,4,Clothing,Saree,EMI,11.75
B-25955,45,8,4,Clothing,Skirt,EMI,11.25
B-26015,128,55,1,Clothing,Saree,COD,128.0
B-26051,669,74,5,Furniture,Bookcases,COD,133.8
B-25822,34,13,2,Clothing,Saree,COD,17.0
B-25989,44,14,3,Clothing,Hankerchief,Credit Card,14.666666666666666
B-25910,33,1,2,Clothing,Shirt,COD,16.5
B-25956,33,10,3,Clothing,Hankerchief,COD,11.0
B-25986,487,-23,3,Electronics,Printers,Debit Card,162.33333333333334
B-26098,497,179,3,Furniture,Chairs,Debit Card,165.66666666666666
B-26061,508,203,2,Electronics,Accessories,Debit Card,254.0
B-25954,524,-25,2,Electronics,Electronic Games,Debit Card,262.0
B-26034,425,183,5,Electronics,Accessories,UPI,85.0
B-25909,168,56,3,Clothing,Saree,COD,56.0
B-25692,141,28,7,Furniture,Furnishings,UPI,20.142857142857142
B-25959,429,17,3,Furniture,Chairs,UPI,143.0
B-25745,44,-8,3,Clothing,Stole,Credit Card,14.666666666666666
B-25689,149,136,3,Clothing,Stole,UPI,49.666666666666664
B-25786,44,-34,3,Clothing,Stole,Credit Card,14.666666666666666
B-25897,33,10,3,Clothing,Hankerchief,COD,11.0
B-26056,33,9,2,Clothing,Hankerchief,COD,16.5
B-25855,442,31,2,Electronics,Electronic Games,UPI,221.0
B-25667,41,6,5,Clothing,Skirt,Credit Card,8.2
B-25701,33,-12,5,Clothing,Hankerchief,COD,6.6
B-26046,32,3,8,Clothing,Hankerchief,COD,4.0
B-25676,32,6,3,Clothing,Shirt,COD,10.666666666666666
B-26045,179,77,1,Clothing,Saree,UPI,179.0
B-25889,31,10,1,Clothing,Kurti,COD,31.0
B-25900,140,68,5,Clothing,T-shirt,COD,28.0
B-25685,529,137,3,Electronics,Phones,Debit Card,176.33333333333334
B-25622,534,0,3,Clothing,Saree,Debit Card,178.0
B-25709,41,-6,1,Furniture,Chairs,Credit Card,41.0
B-25798,379,63,2,Clothing,Saree,COD,189.5
B-25933,81,-44,3,Clothing,Stole,COD,27.0
B-25793,40,-33,5,Clothing,Hankerchief,Credit Card,8.0
B-25951,40,18,1,Electronics,Accessories,Credit Card,40.0
B-25656,534,0,3,Clothing,Saree,Debit Card,178.0
B-26056,31,9,2,Clothing,Hankerchief,COD,15.5
B-25870,473,-113,9,Clothing,Hankerchief,UPI,52.55555555555556
B-25690,31,-10,3,Clothing,Skirt,COD,10.333333333333334
B-25702,31,-3,4,Clothing,Saree,COD,7.75
B-25752,91,15,6,Clothing,T-shirt,UPI,15.166666666666666
B-25781,30,-25,2,Clothing,T-shirt,COD,15.0
B-26038,30,6,1,Clothing,T-shirt,COD,30.0
B-25761,40,0,3,Clothing,Saree,Credit Card,13.333333333333334
B-25751,534,5,2,Electronics,Electronic Games,Debit Card,267.0
B-25750,539,-146,7,Furniture,Furnishings,Debit Card,77.0
B-25726,490,-128,8,Furniture,Bookcases,UPI,61.25
B-26048,163,81,2,Electronics,Accessories,COD,81.5
B-26051,184,85,6,Clothing,T-shirt,UPI,30.666666666666668
B-25614,494,54,4,Furniture,Bookcases,COD,123.5
B-25907,30,11,5,Clothing,Hankerchief,COD,6.0
B-25789,30,0,1,Clothing,Kurti,COD,30.0
B-26097,39,-18,2,Clothing,Leggings,Credit Card,19.5
B-25902,1700,85,3,Clothing,Trousers,COD,566.6666666666666
B-25657,332,-43,6,Electronics,Phones,UPI,55.333333333333336
B-25854,436,131,9,Clothing,Hankerchief,UPI,48.44444444444444
B-25610,30,-5,2,Furniture,Furnishings,COD,15.0
B-25733,30,-10,2,Clothing,Stole,COD,15.0
B-25798,38,-13,3,Clothing,Stole,Credit Card,12.666666666666666
B-25803,511,194,3,Furniture,Chairs,UPI,170.33333333333334
B-25755,37,-53,3,Clothing,Saree,Credit Card,12.333333333333334
B-25850,513,215,2,Electronics,Accessories,COD,256.5
B-25667,516,69,4,Furniture,Bookcases,UPI,129.0
B-25796,559,-19,2,Clothing,Trousers,Debit Card,279.5
B-26013,29,-10,3,Clothing,Skirt,COD,9.666666666666666
B-25683,148,52,5,Clothing,Stole,UPI,29.6
B-26054,559,-174,2,Electronics,Electronic Games,Debit Card,279.5
B-26010,527,26,3,Electronics,Electronic Games,COD,175.66666666666666
B-25979,560,44,3,Clothing,Saree,Debit Card,186.66666666666666
B-25973,571,108,12,Clothing,Stole,Debit Card,47.583333333333336
B-25975,29,2,3,Clothing,Skirt,COD,9.666666666666666
B-26010,29,3,2,Clothing,Stole,COD,14.5
B-25767,29,-3,3,Clothing,Saree,COD,9.666666666666666
B-25815,35,14,2,Clothing,Stole,Credit Card,17.5
B-25853,579,139,3,Electronics,Printers,Debit Card,193.0
B-25756,29,-24,4,Clothing,Leggings,COD,7.25
B-25755,593,213,4,Furniture,Bookcases,Debit Card,148.25
B-25996,217,72,2,Furniture,Furnishings,COD,108.5
B-25619,353,90,8,Clothing,Saree,COD,44.125
B-26050,382,92,2,Electronics,Printers,COD,191.0
B-26000,597,93,4,Furniture,Chairs,Debit Card,149.25
B-26058,212,97,7,Clothing,Hankerchief,COD,30.285714285714285
B-25856,689,90,5,Clothing,Saree,COD,137.8
B-26044,28,-10,3,Clothing,Skirt,COD,9.333333333333334
B-25654,34,12,3,Clothing,Hankerchief,Credit Card,11.333333333333334
B-26051,600,-102,5,Electronics,Electronic Games,Debit Card,120.0
B-25636,637,113,5,Clothing,Saree,UPI,127.4
B-25710,616,-69,7,Furniture,Furnishings,Debit Card,88.0
B-25656,624,37,2,Electronics,Electronic Games,Debit Card,312.0
B-25919,28,4,1,Clothing,T-shirt,COD,28.0
B-25781,584,-444,7,Electronics,Printers,UPI,83.42857142857143
B-25899,28,6,4,Clothing,Skirt,COD,7.0
B-26093,33,-1,1,Clothing,Saree,Credit Card,33.0
B-25753,27,-20,2,Clothing,Hankerchief,COD,13.5
B-25858,27,5,2,Clothing,Skirt,COD,13.5
B-25762,27,4,3,Clothing,Skirt,COD,9.0
B-25625,635,-349,5,Clothing,Saree,Debit Card,127.0
B-25857,598,166,4,Furniture,Bookcases,UPI,149.5
B-25919,636,-204,2,Electronics,Printers,Debit Card,318.0
B-25864,27,9,2,Clothing,Hankerchief,COD,13.5
B-25698,27,-6,4,Clothing,Hankerchief,COD,6.75
B-25959,637,212,8,Electronics,Phones,Debit Card,79.625
B-26073,290,110,9,Clothing,Stole,UPI,32.22222222222222
B-25649,27,-25,2,Clothing,Stole,COD,13.5
B-25806,632,-114,4,Furniture,Tables,UPI,158.0
B-25756,643,-45,2,Electronics,Printers,Debit Card,321.5
B-26003,652,13,6,Furniture,Furnishings,Debit Card,108.66666666666667
B-25752,33,-27,1,Furniture,Chairs,Credit Card,33.0
B-25783,26,2,2,Clothing,Hankerchief,COD,13.0
B-25802,633,-633,11,Electronics,Accessories,UPI,57.54545454545455
B-25881,26,9,2,Clothing,Leggings,COD,13.0
B-25898,191,93,4,Clothing,Shirt,UPI,47.75
B-25696,887,80,3,Electronics,Printers,UPI,295.6666666666667
B-25826,637,261,2,Electronics,Printers,COD,318.5
B-25745,670,15,5,Furniture,Bookcases,Debit Card,134.0
B-25943,26,7,4,Clothing,Hankerchief,COD,6.5
B-26051,676,195,5,Furniture,Bookcases,Debit Card,135.2
B-25624,26,12,3,Clothing,Hankerchief,COD,8.666666666666666
B-25723,26,-24,1,Clothing,Stole,COD,26.0
B-26052,25,7,2,Clothing,Stole,COD,12.5
B-25603,24,-30,1,Furniture,Chairs,COD,24.0
B-25983,32,-12,1,Furniture,Chairs,Credit Card,32.0
B-25650,31,-2,2,Clothing,Saree,Credit Card,15.5
B-25656,651,169,5,Electronics,Printers,COD,130.2
B-26018,326,107,3,Furniture,Furnishings,UPI,108.66666666666667
B-25783,30,-6,2,Clothing,Hankerchief,UPI,15.0
B-25951,30,5,2,Clothing,Kurti,UPI,15.0
B-25974,662,240,2,Furniture,Bookcases,COD,331.0
B-25754,30,-23,2,Clothing,Saree,UPI,15.0
B-26073,29,9,3,Clothing,Saree,UPI,9.666666666666666
B-25796,28,1,1,Electronics,Accessories,UPI,28.0
B-25653,28,-3,2,Clothing,Saree,UPI,14.0
B-25884,24,2,4,Clothing,Hankerchief,COD,6.0
B-25650,28,-26,2,Clothing,Stole,UPI,14.0
B-26045,27,5,1,Clothing,Stole,UPI,27.0
B-25672,27,-15,1,Clothing,Stole,UPI,27.0
B-25949,24,11,3,Clothing,Hankerchief,COD,8.0
B-25733,23,-6,4,Clothing,Hankerchief,COD,5.75
B-25697,322,193,5,Electronics,Printers,COD,64.4
B-25893,688,-103,6,Electronics,Accessories,Debit Card,114.66666666666667
B-25802,23,-3,1,Clothing,Shirt,COD,23.0
B-25961,26,3,3,Clothing,Skirt,UPI,8.666666666666666
B-25751,68,-56,2,Electronics,Phones,COD,34.0
B-25814,462,169,4,Clothing,Saree,COD,115.5
B-25702,941,203,3,Furniture,Tables,UPI,313.6666666666667
B-25896,23,4,2,Clothing,Skirt,COD,11.5
B-25969,720,43,2,Electronics,Printers,UPI,360.0
B-25778,724,-447,4,Electronics,Electronic Games,UPI,181.0
B-25859,724,253,2,Furniture,Bookcases,UPI,362.0
B-25810,26,10,4,Clothing,Hankerchief,UPI,6.5
B-25616,22,-2,3,Clothing,Hankerchief,COD,7.333333333333333
B-25633,711,-8,4,Clothing,Saree,Debit Card,177.75
B-25753,107,31,5,Clothing,T-shirt,COD,21.4
B-25764,765,-153,2,Electronics,Phones,Debit Card,382.5
B-25864,22,8,2,Clothing,Leggings,COD,11.0
B-25725,26,-5,2,Clothing,Stole,UPI,13.0
B-25858,22,8,3,Clothing,Hankerchief,COD,7.333333333333333
B-25817,743,89,5,Electronics,Printers,UPI,148.6
B-25703,22,-15,4,Clothing,Kurti,COD,5.5
B-25610,781,594,6,Electronics,Printers,Debit Card,130.16666666666666
B-25652,25,-2,5,Clothing,Hankerchief,UPI,5.0
B-25891,25,2,2,Clothing,Hankerchief,UPI,12.5
B-25764,119,43,5,Clothing,T-shirt,COD,23.8
B-25664,785,52,2,Electronics,Phones,Debit Card,392.5
B-25645,183,-66,5,Electronics,Phones,UPI,36.6
B-26008,22,4,1,Clothing,Stole,COD,22.0
B-26061,642,180,5,Clothing,Saree,COD,128.4
B-25781,767,-353,5,Clothing,Trousers,COD,153.4
B-25999,770,323,3,Electronics,Accessories,COD,256.6666666666667
B-25783,21,-17,3,Clothing,Shirt,COD,7.0
B-25800,21,-6,3,Clothing,Leggings,COD,7.0
B-26093,492,187,2,Electronics,Accessories,UPI,246.0
B-25638,816,-96,3,Electronics,Printers,Debit Card,272.0
B-26026,25,2,3,Clothing,Kurti,Credit Card,8.333333333333334
